ID	NAME	ONEWAY	TYPE
"1016"	E 104th St		residential
"1017"	Perry Pl		residential
"1018"	Hart St		residential
"1019"			footway
"1021"	E 73rd St		"motorway_link; residential"
"1022"	44th Rd		residential
"1023"	W 145th St		residential
"1024"	Herkimer Pl		residential
"1025"			residential
"1026"	Jackson St		residential
"1027"			service
"1028"	Beaumont St		residential
"1029"	Montrose Ave		residential
"1030"	Pulaski St		residential
"1031"			residential
"1032"	East Rd		residential
"1033"	Main St		residential
"1034"			service
"1035"			residential
"1036"			footway
"1037"	Conselyea St		residential
"1038"			motorway_link
"1039"	E 105th St		residential
"1040"			residential
"1041"			residential
"1042"	Arlington Pl		residential
"1043"	Maujer St		residential
"1044"	Devoe St		residential
"1045"	Main St		residential
"1046"	Skillman Ave		residential
"1047"	E 26th St		residential
"1048"	11th St		residential
"1049"	Jackson Ave		secondary
"1050"	Lloyd St		residential
"1051"	W 146th St		residential
"1052"			footway
"1053"	Powers St		residential
"1054"			footway
"1055"	51st Ave		tertiary
"1056"	11th St		secondary
"1057"	E 28th St		residential
"1058"			footway
"1059"	Arlington Pl		residential
"1060"	Macon St		residential
"1061"	49th Ave		residential
"1062"	Stagg St		residential
"1063"	E 106th St		residential
"1064"			footway
"1065"	E 27th St		residential
"1066"	Amersfort Pl		residential
"1067"	Coleridge St		residential
"1068"	Johnson Ave		residential
"1069"			footway
"1070"	43rd Rd		residential
"1071"	Ten Eyck St		residential
"1072"	W 147th St		residential
"1073"			footway
"1074"	11th Pl		residential
"1075"	Wallabout St		residential
"1076"	Scholes St		residential
"1077"	Newel St		residential
"1078"	E 107th St		residential
"1079"			footway
"1080"	E 100th St		residential
"1081"	Meserole St		residential
"1082"	Clove Rd		residential
"1083"			footway
"1084"	E 27th St		residential
"1085"	W 148th St		residential
"1086"	W 129th St		residential
"1087"	E 29th St		residential
"1088"	Provost St		residential
"1089"	Jackson St		residential
"1090"			residential
"1091"	E 108th St		residential
"1092"	Gerry St		residential
"1093"	E 101st St		residential
"1094"	W 149th St		residential
"1095"	Riverside Dr		residential
"1096"	Dover St		residential
"1097"	Hopkins St		residential
"1098"	Cherokee Pl		residential
"1099"	21st St		residential
"1100"	21st St		tertiary
"1101"	W 130th St		residential
"1102"	Boerum St		residential
"1103"			residential
"1104"			footway
"1105"	Ellery St		residential
"1106"	51st Ave		residential
"1107"			residential
"1108"	W 153rd St		residential
"1109"	E 109th St		residential
"1110"	W 150th St		residential
"1111"	Frawley Cir		residential
"1112"	Malbone St		residential
"1113"	Martin Luther King Pl		residential
"1114"	E 28th St		residential
"1115"	W 151st St		residential
"1116"	Queens Plz S		residential
"1117"	Stockton St		residential
"1118"	Riverside Dr		residential
"1119"	E 103rd St		residential
"1120"	Throop Ave		residential
"1121"	W 152nd St		residential
"1122"	21st St		tertiary
"1123"	East 110th St		residential
"1124"	Riverside Dr		residential
"1125"	Riverside Dr W		residential
"1126"			residential
"1127"			residential
"1128"	Exeter St		residential
"1129"	Diamond St		residential
"1130"			motorway_link
"1131"	Withers St		residential
"1132"			residential
"1133"	West 155th St		residential
"1134"	Engert Ave		residential
"1135"	E 110th St		residential
"1136"	21st St		tertiary
"1137"	Glenwood Rd		residential
"1138"	Jewel St		residential
"1139"	Hillel Pl		residential
"1140"	Fairview Pl		residential
"1141"	W 133rd St		residential
"1142"	E 29th St		residential
"1143"	E 31st St		residential
"1144"	12th St		residential
"1145"	21st St		tertiary
"1146"			service
"1147"	West 158th St		residential
"1148"			residential
"1149"	W 155th St		residential
"1150"	Riverside Dr		residential
"1151"	W 131st St		residential
"1153"	E 105th St		residential
"1154"	W 134th St		residential
"1155"	E 112th St		residential
"1156"	49th Ave		residential
"1157"	New York Ave		residential
"1158"	W 158th St		residential
"1159"	McKibben St		residential
"1160"	Bartlett St		residential
"1161"	East End Ave		residential
"1162"	12th St		residential
"1163"	Avenue H		residential
"1164"	W 135th St		residential
"1165"	W 132nd St		residential
"1166"	Edgecombe Ave		residential
"1167"	Moultrie St		residential
"1168"	E New York Ave		residential
"1169"	W 156th St		residential
"1170"	Raleigh Pl		residential
"1171"	Verona Pl		residential
"1172"	Kenmore Ct		residential
"1173"			residential
"1174"	W 129th St		residential
"1175"	W 136th St		residential
"1176"	E 32nd St		residential
"1177"	Lincoln Pl		residential
"1178"	13th St		residential
"1179"	Frost St		residential
"1180"	River Rd		residential
"1181"	23rd St		residential
"1182"	Newton St		residential
"1183"	Graham Ave		residential
"1184"	E 26th St		residential
"1185"	E 107th St		residential
"1186"	W 137th St		residential
"1187"	Miami Ct		residential
"1188"	East Rd		residential
"1189"	E 23rd St		residential
"1190"	E 31st St		residential
"1191"	41st Ave		residential
"1192"	Tompkins Ave		residential
"1193"	Hamilton Ter		residential
"1194"	Broome St		residential
"1195"	Kelly Ln		residential
"1196"	50th Ave		residential
"1197"	Farragut Pl		residential
"1198"	Riverside Dr		residential
"1199"	Riverside Dr		residential
"1200"	Mc Guinness Blvd S		residential
"1201"	Falmouth St		residential
"1202"	W 138th St		residential
"1203"	41st Rd		residential
"1204"	10th St		residential
"1205"	Ten Eyck Walk		footway
"1206"	E 115th St		residential
"1207"	W 128th St		residential
"1208"	W 157th St		residential
"1209"	E 31st St		residential
"1210"	W 160th St		residential
"1211"	Henry Hudson Pky		motorway
"1212"	Palm Ct		residential
"1213"			motorway_link
"1214"	W 139th St		residential
"1215"	49th Ave		residential
"1216"	Gracie Ter		residential
"1217"	W 161st St		residential
"1218"	Kingsland Ave		residential
"1219"	Jamison Ln		residential
"1220"	E 31st St		residential
"1221"	Crane St		residential
"1222"	E 116th St		residential
"1223"	Aurelia Ct		residential
"1224"	E 32nd St		residential
"1225"	Dooley St		residential
"1226"	Delmonico Pl		residential
"1227"	Skillman Ave		residential
"1228"	Humboldt St		residential
"1229"	Richardson St		residential
"1230"	W 140th St		residential
"1231"	Whipple St		residential
"1232"	Mac Donough St		residential
"1233"	Moore St		residential
"1234"	Herkimer Ct		residential
"1235"	Tampa Ct		residential
"1236"	West 120th St		residential
"1237"	Mount Morris Park  W		residential
"1238"			motorway_link
"1239"			motorway_link
"1240"	Girard St		residential
"1241"	E 34th St		residential
"1242"	W 130th St		residential
"1243"	E 117th St		residential
"1244"	Road 10		residential
"1245"	Norman St		residential
"1246"	W 162nd St		residential
"1247"	40th Ave		residential
"1248"			motorway_link
"1249"	Pooles Ln		residential
"1250"	Norman Ave		residential
"1251"	Pooles Ln		residential
"1252"	Gracie Sq		residential
"1253"	Queensboro Brg		motorway
"1254"	Davis St		residential
"1255"	23rd St		residential
"1256"	Brooklyn Ave		residential
"1257"	Edward M Morgan Pl		residential
"1258"	W 163rd St		residential
"1259"	E 32nd St		residential
"1260"	Russell St		residential
"1261"	E 118th St		residential
"1262"	22nd St		residential
"1263"	Varet St		residential
"1264"			motorway_link
"1265"			motorway
"1266"	Queens Plz N		motorway_link
"1267"	Herbert St		residential
"1268"			motorway
"1269"	25th St		residential
"1270"	Henderson Pl		residential
"1271"	12th St		residential
"1272"	E 100th St		residential
"1273"	East 95th St		residential
"1274"	Van Buren St		residential
"1275"	Central Rd N		residential
"1276"	Edgecombe Ave		residential
"1277"	E 35th St		residential
"1278"	Via Vespucci		residential
"1279"	Hastings St		residential
"1280"	Graham Ave		residential
"1281"	N Henry St		residential
"1282"			motorway_link
"1283"	9th St		residential
"1284"	E 119th St		residential
"1285"	Balfour Pl		residential
"1286"			motorway
"1287"	Humboldt St		residential
"1288"			motorway
"1289"	Pearson St		residential
"1290"	West 142nd St		residential
"1291"			motorway_link
"1292"	E 101st St		residential
"1293"			motorway_link
"1294"	E 31st St		residential
"1295"			motorway_link
"1296"	Fort Washington Ave		residential
"1297"			motorway
"1298"	W 165th St		residential
"1299"	Thornton St		residential
"1300"	W 142nd St		residential
"1301"	Bradhurst Ave		residential
"1302"	E 120th St		residential
"1303"	Marine Pky		residential
"1304"	E 103rd St		residential
"1305"	McKibbin St		residential
"1306"	New York Ave		residential
"1307"	E 23rd St		residential
"1308"	22nd St		residential
"1309"	East River Dr		motorway
"1310"			residential
"1311"	Seigel St		residential
"1312"	Victor Rd		residential
"1313"			motorway_link
"1314"			motorway_link
"1315"	36th Ave		residential
"1316"	Calyer St		residential
"1317"			motorway_link
"1318"			motorway_link
"1319"	Jackson Ave		residential
"1320"	Cook St		residential
"1321"	Madison Pl		residential
"1322"	E 34th St		residential
"1323"	Brooklyn Rd		residential
"1325"	Lamont Ct		residential
"1326"	Avenue P		residential
"1327"	Brooklyn Ave		residential
"1328"	38th Ave		residential
"1329"	Irwin St		residential
"1330"	East River Dr		motorway
"1331"	Burnett St		residential
"1332"	E 32nd St		residential
"1333"	W 143rd St		residential
"1334"			secondary
"1335"	Court Sq		residential
"1336"			motorway_link
"1337"	W 159th St		residential
"1338"	Hunter St		residential
"1339"	24th St		residential
"1340"	Queens Plz N		residential
"1341"	East River Dr		motorway
"1342"	Stuart St		residential
"1343"	Thomson Ave		tertiary
"1344"	Monitor St		residential
"1345"	Quentin Rd		residential
"1346"	Court Sq		residential
"1347"			motorway
"1348"	E 34th St		residential
"1349"			residential
"1350"	Stagg Walk		residential
"1351"	11th St		residential
"1352"	Main St		residential
"1353"	W 144th St		residential
"1354"			motorway_link
"1355"	Railroad Ave.		residential
"1356"	W 154th St		residential
"1357"	W 164th St		residential
"1358"	Davis Ct		residential
"1359"			motorway_link
"1360"	E 35th St		residential
"1361"	E 37th St		residential
"1362"	Decatur St		residential
"1363"	37th Ave		residential
"1364"	Debevoise St		residential
"1365"	St Andrews Pl		residential
"1366"	Court Sq		residential
"1367"	Crescent St		residential
"1368"	Crescent St		residential
"1369"	Main St		residential
"1370"			motorway_link
"1371"	N Henry St		residential
"1372"	E 33rd St		residential
"1373"	Jaffray St		residential
"1374"			motorway_link
"1375"	W 168th St		residential
"1376"	Donnellon Sq		residential
"1377"			motorway_link
"1378"	Kingsland Ave		residential
"1379"	Pearson Pl		residential
"1380"	27th St		residential
"1381"	W 169th St		residential
"1382"	Haven Ave		residential
"1383"	Riverside Dr		residential
"1384"	42nd Rd		residential
"1385"	Kingston Ave		residential
"1386"	Greenpoint Ave		residential
"1387"			motorway_link
"1388"	E 124th St		residential
"1389"	5th Ave		residential
"1390"	22nd St		residential
"1391"	Hunbldt St		residential
"1392"	Maspeth Ave		residential
"1393"	W 170th St		residential
"1394"	Humboldt St		residential
"1395"	East Rd		residential
"1396"			motorway
"1397"	E 35th St		residential
"1398"	W 173rd St		residential
"1399"	E 121st St		residential
"1400"	St Nicholas Pl		residential
"1401"	W 171st St		residential
"1402"	W 146th St		residential
"1403"	E 38th St		residential
"1404"	W 172nd St		residential
"1405"	Haring St		residential
"1406"	Avenue R		residential
"1407"			motorway_link
"1408"	E 125th St		secondary
"1409"	E 34th St		residential
"1410"	W 176th St		residential
"1411"	Woodpoint Rd		residential
"1412"	Kensington St		residential
"1413"	Bushwick Ave		residential
"1414"	E 37th St		residential
"1415"	Austell Pl		residential
"1416"	E 122nd St		residential
"1417"	Borden Ave		residential
"1418"	Cross Bronx Expy		motorway
"1419"	W 177th St		residential
"1420"	13th St		residential
"1421"	Cross Bronx Expy		motorway
"1422"			residential
"1423"	Jerome Ave		residential
"1424"	W 147th St		residential
"1425"			residential
"1426"	Plaza Lafayette		residential
"1427"	Prospect Pl		residential
"1428"	E 27th St		residential
"1429"	47th Ave		residential
"1430"	E 126th St		residential
"1431"	Kings Hwy		residential
"1432"			motorway
"1433"	27th St		residential
"1434"	E 123rd St		residential
"1435"	Kings Hwy		residential
"1436"	E 108th St		residential
"1437"	W 148th St		residential
"1438"	E 39th St		residential
"1439"			residential
"1440"	Purves St		residential
"1441"	Marcus Garvey Blvd		residential
"1442"	29th St		residential
"1443"	Queensborough Plaza		primary
"1444"	E 35th St		residential
"1445"	Cabrini Blvd	yes	residential
"1446"			motorway
"1447"	E 127th St		residential
"1448"	Ellery St		residential
"1449"	"25"		primary
"1450"	Langham St		residential
"1451"	Orient Ave		residential
"1452"	E 38th St		residential
"1453"	Borden Ave		residential
"1454"	Flatlands Ave		residential
"1455"	Brown St		residential
"1456"	Sumner Pl		residential
"1457"	24th St		residential
"1458"			residential
"1459"			residential
"1460"			residential
"1461"	W 149th St		residential
"1462"	Sutton St		residential
"1463"	Revere Pl		residential
"1464"	E 36th St		residential
"1465"	Lombardy St		residential
"1466"	Hampton Pl		residential
"1467"	Thomson Ave		tertiary
"1468"	Review Ave		residential
"1469"	Borden Ave		residential
"1470"	E 37th St		residential
"1471"	Beadel St		residential
"1472"	E 128th St		residential
"1473"	W 179th St		residential
"1474"	S Pinehurst Ave		residential
"1475"	25th St		residential
"1476"	Division Pl		residential
"1477"	Pinehurst Ave		residential
"1478"	Judge St		residential
"1479"			residential
"1480"	W 166th St		residential
"1481"	Richardson St		residential
"1482"	W 180th St		residential
"1483"	W 150th St		residential
"1484"	Alice Ct		residential
"1485"	E 40th St		residential
"1486"	Fillmore Ave		residential
"1487"	Frost St		residential
"1488"	E 113th St		residential
"1489"	E 36th St		residential
"1490"	Fayette St		residential
"1491"	E 129th St		residential
"1492"	W 136 St		residential
"1493"	Ten Eyck St		residential
"1494"	33rd Rd		residential
"1495"	Mac Kenzie St		residential
"1496"	34th Ave		residential
"1497"	St Nicholas's Pl		residential
"1498"	E 39th St		residential
"1499"	W 174th St		residential
"1500"	W 181st St		residential
"1501"	Grand Parents Ave		residential
"1502"	Stagg St		residential
"1503"	Harlem River Dr		residential
"1504"	W 151st St		residential
"1505"	49th Ave		residential
"1506"	Morgan Ave		residential
"1507"	W 134th St		residential
"1508"	Virginia Pl		residential
"1509"	W 175th St		residential
"1510"	West 136th St		residential
"1511"	E 29th St		residential
"1512"	39th Ave		residential
"1513"	Batchelder St		residential
"1514"	Albany Ave		residential
"1515"	Debevoise Ave		residential
"1516"	Avenue K		residential
"1517"	E 130th St		residential
"1518"	Canda Ave		residential
"1519"	W 162nd St		residential
"1520"	E 37th St		residential
"1521"	Macombs Pl		residential
"1522"	Sylvan Ter		residential
"1523"	Greenpoint Ave		residential
"1524"	Agate Ct		residential
"1526"	Lenox Terrace Pl		residential
"1527"	Mc Kenna Sq		residential
"1528"	Edgecombe Ave		residential
"1529"	E 38th St		residential
"1530"	Queens St		residential
"1531"	E 37th St		residential
"1532"	28th St		residential
"1533"	W 152nd St		residential
"1534"	W 167th St		residential
"1535"	Malcolm X Blvd		residential
"1536"	Hitchings Ave		residential
"1537"	Fenimore St		residential
"1538"	Haring St		residential
"1539"	W 165th St		residential
"1540"	Audubon Ave		residential
"1541"	Pinehurst Ave		residential
"1542"	Hawthorne St		residential
